Company,ISIN,NSECode,BSECode,Date,MFList
Taj GVK Hotels & Resorts Ltd.,INE586B01026,TAJGVK,532390.000000,2023-12-31,True
Samhi Hotels Ltd.,INE08U801020,SAMHI,543984.000000,2023-12-15,True
Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,GRSE,542011.000000,2023-12-31,True
Gateway Distriparks Ltd.,INE079J01017,GATEWAY,543489.000000,2023-12-31,True
City Online Services Ltd.,INE158C01014,,538674.000000,2023-12-31,True
JSW Infrastructure Ltd.,INE880J01026,JSWINFRA,543994.000000,2023-12-31,True
CARE Ratings Ltd.,INE752H01013,CARERATING,534804.000000,2023-12-31,True
Matrimony.com Ltd.,INE866R01028,MATRIMONY,540704.000000,2023-12-31,True
Honasa Consumer Ltd.,INE0J5401028,HONASA,544014.000000,2023-12-31,True
eMudhra Ltd.,INE01QM01018,EMUDHRA,543533.000000,2023-12-31,True
Dreamfolks Services Ltd.,INE0JS101016,DREAMFOLKS,543591.000000,2023-12-31,True
Radiant Cash Management Services Ltd.,INE855R01021,RADIANTCMS,543732.000000,2023-12-31,True
Sintex Industries Ltd.,INE429C01035,,502742.000000,2023-12-15,True
Kesoram Industries Ltd.,INE087A01019,KESORAMIND,502937.000000,2023-12-31,True
Technocraft Industries (India) Ltd.,INE545H01011,TIIL,532804.000000,2023-12-31,True
TCPL Packaging Ltd.,INE822C01015,TCPLPACK,523301.000000,2023-12-31,True
Jain Irrigation Systems Ltd.,INE175A01038,JISLJALEQS,500219.000000,2023-12-31,True
Hindustan Oil Exploration Company Ltd.,INE345A01011,HINDOILEXP,500186.000000,2023-12-31,True
Navneet Education Ltd.,INE060A01024,NAVNETEDUL,508989.000000,2023-12-31,True
MPS Ltd.,INE943D01017,MPSLTD,532440.000000,2023-12-31,True
Vimta Labs Ltd.,INE579C01029,VIMTALABS,524394.000000,2023-12-31,True
Wim Plast Ltd.,INE015B01018,,526586.000000,2023-12-31,True
Faze Three Ltd.,INE963C01033,FAZE3Q,530079.000000,2023-12-31,True
Strides Pharma Science Ltd.,INE939A01011,STAR,532531.000000,2023-12-31,True
Gulshan Polyols Ltd.,INE255D01024,GULPOLY,532457.000000,2023-12-31,True
LT Foods Ltd.,INE818H01020,LTFOODS,532783.000000,2023-12-31,True
Time Technoplast Ltd.,INE508G01029,TIMETECHNO,532856.000000,2023-12-31,True
Va Tech Wabag Ltd.,INE956G01038,WABAG,533269.000000,2023-12-31,True
TVS Supply Chain Solutions Ltd.,INE395N01027,TVSSCS,543965.000000,2023-12-31,True
Dishman Carbogen Amcis Ltd.,INE385W01011,DCAL,540701.000000,2023-12-31,True
IIFL Securities Ltd.,INE489L01022,IIFLSEC,542773.000000,2023-12-15,True
Mahindra Logistics Ltd.,INE766P01016,MAHLOG,540768.000000,2023-12-31,True
Techno Electric & Engineering Company Ltd.,INE285K01026,TECHNOE,542141.000000,2023-12-31,True
AGS Transact Technologies Ltd.,INE583L01014,AGSTRA,543451.000000,2023-12-31,True
Gravita India Ltd.,INE024L01027,GRAVITA,533282.000000,2023-12-31,True
IFGL Refractories Ltd.,INE133Y01011,IFGLEXPOR,540774.000000,2023-12-31,True
Tips Industries Ltd.,INE716B01029,TIPSINDLTD,532375.000000,2023-12-31,True
TV Today Network Ltd.,INE038F01029,TVTODAY,532515.000000,2023-12-31,True
Entertainment Network (India) Ltd.,INE265F01028,ENIL,532700.000000,2023-12-31,True
Dish TV India Ltd.,INE836F01026,DISHTV,532839.000000,2023-12-31,True
Den Networks Ltd.,INE947J01015,DEN,533137.000000,2023-12-31,True
Hathway Cable & Datacom Ltd.,INE982F01036,HATHWAY,533162.000000,2023-12-31,True
Music Broadcast Ltd.,INE919I01024,RADIOCITY,540366.000000,2023-12-31,True
IRM Energy Ltd.,INE07U701015,IRMENERGY,544004.000000,2023-12-31,True
Jagran Prakashan Ltd.,INE199G01027,JAGRAN,532705.000000,2023-12-31,True
DB Corp Ltd.,INE950I01011,DBCORP,533151.000000,2023-12-31,True
DOMS Industries Ltd.,INE321T01012,DOMS,544045.000000,2023-12-31,True
Wonderla Holidays Ltd.,INE066O01014,WONDERLA,538268.000000,2023-12-31,True
Yatra Online Ltd.,INE0JR601024,YATRA,543992.000000,2023-12-31,True
Updater Services Ltd.,INE851I01011,UDS,543996.000000,2023-12-31,True
Greenlam Industries Ltd.,INE544R01021,GREENLAM,538979.000000,2023-12-31,True
Credo Brands Marketing Ltd.,INE220Q01020,MUFTI,544058.000000,2023-12-31,True
Aeroflex Industries Ltd.,INE024001021,AEROFLEX,543972.000000,2023-12-31,True
Pricol Ltd.,INE726V01018,PRICOLLTD,540293.000000,2023-12-31,True
Inox Green Energy Services Ltd.,INE510W01014,INOXGREEN,543667.000000,2023-12-31,True
Antony Waste Handling Cell Ltd.,INE01BK01022,AWHCL,543254.000000,2023-12-31,True
CMS Info Systems Ltd.,INE925R01014,CMSINFO,543441.000000,2023-12-31,True
Blue Jet Healthcare Ltd,INE0KBH01020,BLUEJET,544009.000000,2023-12-31,True
Flair Writing Industries Ltd,INE00Y201027,FLAIR,544030.000000,2023-12-31,True
Zaggle Prepaid Ocean Services Ltd.,INE07K301024,ZAGGLE,543985.000000,2023-12-31,True
VRL Logistics Ltd.,INE366I01010,VRLLOG,539118.000000,2023-12-31,True
Allcargo Terminals Ltd.,INE0NN701020,ATL,543954.000000,2023-12-31,True
Transindia Real Estate Ltd.,INE0O3901029,TREL,543955.000000,2023-12-31,True
CarTrade Tech Ltd.,INE290S01011,CARTRADE,543333.000000,2023-12-31,True
Mindspace Business Parks REIT,INE0CCU25019,MINDSPACE,543217.000000,2023-12-15,True
Data Infrastructure Trust,INE0BWS20014,,750697.000000,2023-12-31,True
Brookfield India Real Estate Trust,INE0FDU25010,BIRET,543261.000000,2023-12-31,True
PowerGrid Infrastructure Investment Trust,INE0GGX23010,PGINVIT,543290.000000,2023-12-31,True
National Highways Infra Trust,INE0H7R23014,NHIT,543385.000000,2023-12-31,True
Highways Infrastructure Trust,INE0KXY23015,HIGHWAYS,-1.000000,2023-12-15,True
Cube Highways Trust,INE0NR623014,CUBEINVIT,543899.000000,2023-12-15,True
Intelligent Supply Chain Infrastructure Trust,INE0QSW23016,,544005.000000,2023-12-31,True
Signatureglobal (India) Ltd.,INE903U01023,SIGNATURE,543990.000000,2023-12-31,True
