CompanyName,ISIN,NSECode,BSECode,Date,MFList,CompanyCode,BTTDate
Matrimony.com Ltd.,INE866R01028,MATRIMONY,540704.000000,2023-12-31,True,16690584.000000,2024-02-01
Honasa Consumer Ltd.,INE0J5401028,HONASA,544014.000000,2023-12-31,True,16691717.000000,2024-02-01
eMudhra Ltd.,INE01QM01018,EMUDHRA,543533.000000,2023-12-31,True,16691754.000000,2024-02-01
Dreamfolks Services Ltd.,INE0JS101016,DREAMFOLKS,543591.000000,2023-12-31,True,16691769.000000,2024-02-01
Radiant Cash Management Services Ltd.,INE855R01021,RADIANTCMS,543732.000000,2023-12-31,True,16691786.000000,2024-02-01
Kesoram Industries Ltd.,INE087A01019,KESORAMIND,502937.000000,2023-12-31,True,17010011.000000,2024-02-01
Technocraft Industries (India) Ltd.,INE545H01011,TIIL,532804.000000,2023-12-31,True,17010090.000000,2024-02-01
TCPL Packaging Ltd.,INE822C01015,TCPLPACK,523301.000000,2023-12-31,True,17020001.000000,2024-02-01
Jain Irrigation Systems Ltd.,INE175A01038,JISLJALEQS,500219.000000,2023-12-31,True,17020012.000000,2024-02-01
Hindustan Oil Exploration Company Ltd.,INE345A01011,HINDOILEXP,500186.000000,2023-12-31,True,17020035.000000,2024-02-01
Navneet Education Ltd.,INE060A01024,NAVNETEDUL,508989.000000,2023-12-31,True,17020037.000000,2024-02-01
MPS Ltd.,INE943D01017,MPSLTD,532440.000000,2023-12-31,True,17020158.000000,2024-02-01
Vimta Labs Ltd.,INE579C01029,VIMTALABS,524394.000000,2023-12-31,True,17020229.000000,2024-02-01
Wim Plast Ltd.,INE015B01018,,526586.000000,2023-12-31,True,17020249.000000,2024-02-01
Faze Three Ltd.,INE963C01033,FAZE3Q,530079.000000,2023-12-31,True,17020313.000000,2024-02-01
Strides Pharma Science Ltd.,INE939A01011,STAR,532531.000000,2023-12-31,True,17020557.000000,2024-02-01
Gulshan Polyols Ltd.,INE255D01024,GULPOLY,532457.000000,2023-12-31,True,17024331.000000,2024-02-01
LT Foods Ltd.,INE818H01020,LTFOODS,532783.000000,2023-12-31,True,17024837.000000,2024-02-01
Time Technoplast Ltd.,INE508G01029,TIMETECHNO,532856.000000,2023-12-31,True,17024927.000000,2024-02-01
Va Tech Wabag Ltd.,INE956G01038,WABAG,533269.000000,2023-12-31,True,17025082.000000,2024-02-01
TVS Supply Chain Solutions Ltd.,INE395N01027,TVSSCS,543965.000000,2023-12-31,True,17025156.000000,2024-02-01
Dishman Carbogen Amcis Ltd.,INE385W01011,DCAL,540701.000000,2023-12-31,True,17025327.000000,2024-02-01
IIFL Securities Ltd.,INE489L01022,IIFLSEC,542773.000000,2023-12-15,True,17025336.000000,2024-02-01
Mahindra Logistics Ltd.,INE766P01016,MAHLOG,540768.000000,2023-12-31,True,17025512.000000,2024-02-01
Techno Electric & Engineering Company Ltd.,INE285K01026,TECHNOE,542141.000000,2023-12-31,True,17027639.000000,2024-02-01
AGS Transact Technologies Ltd.,INE583L01014,AGSTRA,543451.000000,2023-12-31,True,17027911.000000,2024-02-01
Gravita India Ltd.,INE024L01027,GRAVITA,533282.000000,2023-12-31,True,17027970.000000,2024-02-01
IFGL Refractories Ltd.,INE133Y01011,IFGLEXPOR,540774.000000,2023-12-31,True,17029743.000000,2024-02-01
Tips Industries Ltd.,INE716B01029,TIPSINDLTD,532375.000000,2023-12-31,True,17040012.000000,2024-02-01
TV Today Network Ltd.,INE038F01029,TVTODAY,532515.000000,2023-12-31,True,17040119.000000,2024-02-01
Entertainment Network (India) Ltd.,INE265F01028,ENIL,532700.000000,2023-12-31,True,17040155.000000,2024-02-01
Dish TV India Ltd.,INE836F01026,DISHTV,532839.000000,2023-12-31,True,17040190.000000,2024-02-01
Den Networks Ltd.,INE947J01015,DEN,533137.000000,2023-12-31,True,17040361.000000,2024-02-01
Hathway Cable & Datacom Ltd.,INE982F01036,HATHWAY,533162.000000,2023-12-31,True,17040367.000000,2024-02-01
Music Broadcast Ltd.,INE919I01024,RADIOCITY,540366.000000,2023-12-31,True,17040727.000000,2024-02-01
IRM Energy Ltd.,INE07U701015,IRMENERGY,544004.000000,2023-12-31,True,17060031.000000,2024-02-01
Jagran Prakashan Ltd.,INE199G01027,JAGRAN,532705.000000,2023-12-31,True,17080029.000000,2024-02-01
DB Corp Ltd.,INE950I01011,DBCORP,533151.000000,2023-12-31,True,17080067.000000,2024-02-01
DOMS Industries Ltd.,INE321T01012,DOMS,544045.000000,2023-12-31,True,17080262.000000,2024-02-01
Wonderla Holidays Ltd.,INE066O01014,WONDERLA,538268.000000,2023-12-31,True,17090083.000000,2024-02-01
Yatra Online Ltd.,INE0JR601024,YATRA,543992.000000,2023-12-31,True,17090183.000000,2024-02-01
Updater Services Ltd.,INE851I01011,UDS,543996.000000,2023-12-31,True,17150421.000000,2024-02-01
Greenlam Industries Ltd.,INE544R01021,GREENLAM,538979.000000,2023-12-31,True,17150629.000000,2024-02-01
Credo Brands Marketing Ltd.,INE220Q01020,MUFTI,544058.000000,2023-12-31,True,17150976.000000,2024-02-01
Aeroflex Industries Ltd.,INE024001021,AEROFLEX,543972.000000,2023-12-31,True,17151071.000000,2024-02-01
Pricol Ltd.,INE726V01018,PRICOLLTD,540293.000000,2023-12-31,True,17151572.000000,2024-02-01
Inox Green Energy Services Ltd.,INE510W01014,INOXGREEN,543667.000000,2023-12-31,True,17153232.000000,2024-02-01
Antony Waste Handling Cell Ltd.,INE01BK01022,AWHCL,543254.000000,2023-12-31,True,17154149.000000,2024-02-01
CMS Info Systems Ltd.,INE925R01014,CMSINFO,543441.000000,2023-12-31,True,17154264.000000,2024-02-01
Blue Jet Healthcare Ltd,INE0KBH01020,BLUEJET,544009.000000,2023-12-31,True,17154630.000000,2024-02-01
Flair Writing Industries Ltd,INE00Y201027,FLAIR,544030.000000,2023-12-31,True,17154950.000000,2024-02-01
Zaggle Prepaid Ocean Services Ltd.,INE07K301024,ZAGGLE,543985.000000,2023-12-31,True,17156907.000000,2024-02-01
VRL Logistics Ltd.,INE366I01010,VRLLOG,539118.000000,2023-12-31,True,17160024.000000,2024-02-01
Allcargo Terminals Ltd.,INE0NN701020,ATL,543954.000000,2023-12-31,True,17160402.000000,2024-02-01
Transindia Real Estate Ltd.,INE0O3901029,TREL,543955.000000,2023-12-31,True,17160403.000000,2024-02-01
CarTrade Tech Ltd.,INE290S01011,CARTRADE,543333.000000,2023-12-31,True,17170013.000000,2024-02-01
Mindspace Business Parks REIT,INE0CCU25019,MINDSPACE,543217.000000,2023-12-15,True,17200004.000000,2024-02-01
Brookfield India Real Estate Trust,INE0FDU25010,BIRET,543261.000000,2023-12-31,True,17200007.000000,2024-02-01
PowerGrid Infrastructure Investment Trust,INE0GGX23010,PGINVIT,543290.000000,2023-12-31,True,17200009.000000,2024-02-01
National Highways Infra Trust,INE0H7R23014,NHIT,543385.000000,2023-12-31,True,17200012.000000,2024-02-01
Signatureglobal (India) Ltd.,INE903U01023,SIGNATURE,543990.000000,2023-12-31,True,17210022.000000,2024-02-01
